user_1|movie_1270,movie_1022,movie_2340,movie_1836|5.0,5.0,3.0,5.0|F|group_1|occupation_10
user_585|movie_1,movie_3114,movie_2761,movie_3159|4.0,5.0,5.0,2.0|M|group_18|occupation_1
user_585|movie_2761,movie_3159,movie_364,movie_588|5.0,2.0,3.0,4.0|M|group_18|occupation_1
user_585|movie_364,movie_588,movie_661,movie_3000|3.0,4.0,3.0,4.0|M|group_18|occupation_1
user_585|movie_661,movie_3000,movie_2294,movie_673|3.0,4.0,2.0,2.0|M|group_18|occupation_1
user_585|movie_2294,movie_673,movie_3429,movie_1566|2.0,2.0,3.0,3.0|M|group_18|occupation_1
user_585|movie_3429,movie_1566,movie_1223,movie_1073|3.0,3.0,4.0,4.0|M|group_18|occupation_1
user_585|movie_1223,movie_1073,movie_551,movie_1967|4.0,4.0,4.0,4.0|M|group_18|occupation_1
user_585|movie_2005,movie_2161,movie_3328,movie_3793|4.0,3.0,4.0,4.0|M|group_18|occupation_1
user_585|movie_3328,movie_3793,movie_3624,movie_3408|4.0,4.0,4.0,4.0|M|group_18|occupation_1
user_585|movie_3624,movie_3408,movie_3861,movie_3786|4.0,4.0,2.0,4.0|M|group_18|occupation_1
user_585|movie_3861,movie_3786,movie_3785,movie_3623|2.0,4.0,2.0,2.0|M|group_18|occupation_1
user_585|movie_3785,movie_3623,movie_3617,movie_3753|2.0,2.0,2.0,2.0|M|group_18|occupation_1
user_585|movie_3617,movie_3753,movie_3744,movie_3354|2.0,2.0,2.0,2.0|M|group_18|occupation_1
user_585|movie_3744,movie_3354,movie_3752,movie_771|2.0,2.0,3.0,4.0|M|group_18|occupation_1
user_585|movie_3752,movie_771,movie_3146,movie_3481|3.0,4.0,2.0,4.0|M|group_18|occupation_1
user_585|movie_3752,movie_771,movie_3146,movie_3481|3.0,4.0,2.0,4.0|M|group_18|occupation_1
user_5850|movie_953,movie_912,movie_1569,movie_1011|3.0,3.0,4.0,2.0|F|group_25|occupation_7
user_5850|movie_1569,movie_1011,movie_3548,movie_3525|4.0,2.0,2.0,2.0|F|group_25|occupation_7
user_5850|movie_3548,movie_3525,movie_3524,movie_3552|2.0,2.0,3.0,2.0|F|group_25|occupation_7
user_5850|movie_3524,movie_3552,movie_3545,movie_3600|3.0,2.0,2.0,2.0|F|group_25|occupation_7
user_5850|movie_3584,movie_3543,movie_3549,movie_3602|2.0,2.0,2.0,2.0|F|group_25|occupation_7
user_5850|movie_3549,movie_3602,movie_3614,movie_3557|2.0,2.0,3.0,2.0|F|group_25|occupation_7
user_5850|movie_3614,movie_3557,movie_3605,movie_1247|3.0,2.0,2.0,2.0|F|group_25|occupation_7
user_5850|movie_3605,movie_1247,movie_3307,movie_3368|2.0,2.0,2.0,1.0|F|group_25|occupation_7
user_5850|movie_3307,movie_3368,movie_848,movie_3467|2.0,1.0,3.0,3.0|F|group_25|occupation_7
user_5850|movie_848,movie_3467,movie_2695,movie_940|3.0,3.0,1.0,3.0|F|group_25|occupation_7
user_5850|movie_2695,movie_940,movie_919,movie_1806|1.0,3.0,2.0,1.0|F|group_25|occupation_7
user_5850|movie_1197,movie_3406,movie_1356,movie_969|1.0,1.0,1.0,2.0|F|group_25|occupation_7
user_5850|movie_1356,movie_969,movie_1204,movie_986|1.0,2.0,1.0,1.0|F|group_25|occupation_7
user_5850|movie_1204,movie_986,movie_3492,movie_1198|1.0,1.0,1.0,3.0|F|group_25|occupation_7
user_5850|movie_2167,movie_3366,movie_3153,movie_1085|1.0,1.0,1.0,2.0|F|group_25|occupation_7
user_5850|movie_2045,movie_1216,movie_1848,movie_2043|1.0,1.0,1.0,1.0|F|group_25|occupation_7
user_5850|movie_1848,movie_2043,movie_1291,movie_3340|1.0,1.0,2.0,1.0|F|group_25|occupation_7
user_5850|movie_1291,movie_3340,movie_1387,movie_1219|2.0,1.0,3.0,2.0|F|group_25|occupation_7
user_5850|movie_1387,movie_1219,movie_1340,movie_1333|3.0,2.0,1.0,2.0|F|group_25|occupation_7
user_5850|movie_1340,movie_1333,movie_565,movie_1255|1.0,2.0,1.0,2.0|F|group_25|occupation_7
user_5850|movie_565,movie_1255,movie_2664,movie_2648|1.0,2.0,2.0,2.0|F|group_25|occupation_7
user_5850|movie_565,movie_1255,movie_2664,movie_2648|1.0,2.0,2.0,2.0|F|group_25|occupation_7
user_5851|movie_203,movie_2017,movie_1210,movie_3520|3.0,1.0,5.0,4.0|F|group_18|occupation_20
user_5851|movie_1210,movie_3520,movie_1219,movie_2123|5.0,4.0,5.0,4.0|F|group_18|occupation_20
user_5851|movie_1219,movie_2123,movie_3525,movie_3552|5.0,4.0,5.0,2.0|F|group_18|occupation_20
user_5851|movie_3525,movie_3552,movie_3545,movie_3549|5.0,2.0,3.0,5.0|F|group_18|occupation_20
user_5851|movie_3545,movie_3549,movie_3587,movie_3526|3.0,5.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_3587,movie_3526,movie_3608,movie_3607|5.0,5.0,1.0,5.0|F|group_18|occupation_20
user_5851|movie_3608,movie_3607,movie_3528,movie_2314|1.0,5.0,1.0,5.0|F|group_18|occupation_20
user_5851|movie_3528,movie_2314,movie_2501,movie_1178|1.0,5.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_2501,movie_1178,movie_858,movie_3262|5.0,5.0,5.0,1.0|F|group_18|occupation_20
user_5851|movie_858,movie_3262,movie_1207,movie_2744|5.0,1.0,5.0,2.0|F|group_18|occupation_20
user_5851|movie_1207,movie_2744,movie_908,movie_1221|5.0,2.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_908,movie_1221,movie_3447,movie_318|5.0,5.0,1.0,5.0|F|group_18|occupation_20
user_5851|movie_3447,movie_318,movie_3095,movie_957|1.0,5.0,5.0,1.0|F|group_18|occupation_20
user_5851|movie_3095,movie_957,movie_919,movie_41|5.0,1.0,1.0,3.0|F|group_18|occupation_20
user_5851|movie_919,movie_41,movie_2028,movie_1259|1.0,3.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_2028,movie_1259,movie_1411,movie_34|5.0,5.0,5.0,4.0|F|group_18|occupation_20
user_5851|movie_1411,movie_34,movie_296,movie_1104|5.0,4.0,3.0,5.0|F|group_18|occupation_20
user_5851|movie_296,movie_1104,movie_1097,movie_1758|3.0,5.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_1097,movie_1758,movie_1517,movie_2683|5.0,5.0,1.0,1.0|F|group_18|occupation_20
user_5851|movie_260,movie_1198,movie_1204,movie_1196|5.0,4.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_1204,movie_1196,movie_1303,movie_314|5.0,5.0,5.0,3.0|F|group_18|occupation_20
user_5851|movie_1303,movie_314,movie_940,movie_1262|5.0,3.0,4.0,4.0|F|group_18|occupation_20
user_5851|movie_940,movie_1262,movie_1291,movie_8|4.0,4.0,5.0,4.0|F|group_18|occupation_20
user_5851|movie_1291,movie_8,movie_1197,movie_1376|5.0,4.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_1197,movie_1376,movie_2077,movie_3000|5.0,5.0,5.0,5.0|F|group_18|occupation_20
user_5851|movie_2077,movie_3000,movie_590,movie_1085|5.0,5.0,5.0,3.0|F|group_18|occupation_20
user_5851|movie_2899,movie_1374,movie_1356,movie_2115|4.0,4.0,5.0,4.0|F|group_18|occupation_20
user_5851|movie_1356,movie_2115,movie_1375,movie_1580|5.0,4.0,5.0,5.0|F|group_18|occupation_20
