user_1|movie_1270,movie_1022,movie_2340,movie_1836|5.0,5.0,3.0,5.0|F|group_1|occupation_10
user_1983|movie_3452,movie_2289,movie_1,movie_1265|3.0,5.0,5.0,5.0|M|group_25|occupation_14
user_1983|movie_1,movie_1265,movie_1500,movie_2321|5.0,5.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_1500,movie_2321,movie_2052,movie_1747|4.0,4.0,4.0,5.0|M|group_25|occupation_14
user_1983|movie_2052,movie_1747,movie_1923,movie_3178|4.0,5.0,5.0,5.0|M|group_25|occupation_14
user_1983|movie_1923,movie_3178,movie_700,movie_345|5.0,5.0,4.0,3.0|M|group_25|occupation_14
user_1983|movie_700,movie_345,movie_3174,movie_2124|4.0,3.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_3174,movie_2124,movie_3358,movie_356|5.0,4.0,5.0,5.0|M|group_25|occupation_14
user_1983|movie_1883,movie_440,movie_45,movie_1517|5.0,4.0,3.0,5.0|M|group_25|occupation_14
user_1983|movie_45,movie_1517,movie_2424,movie_500|3.0,5.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_2424,movie_500,movie_471,movie_3809|4.0,4.0,5.0,5.0|M|group_25|occupation_14
user_1983|movie_471,movie_3809,movie_52,movie_11|5.0,5.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_52,movie_11,movie_597,movie_2302|5.0,4.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_597,movie_2302,movie_3253,movie_514|4.0,4.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_3253,movie_514,movie_1485,movie_3263|4.0,4.0,4.0,3.0|M|group_25|occupation_14
user_1983|movie_330,movie_3261,movie_539,movie_368|5.0,5.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_539,movie_368,movie_1777,movie_3247|4.0,4.0,3.0,3.0|M|group_25|occupation_14
user_1983|movie_1777,movie_3247,movie_2506,movie_468|3.0,3.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_2506,movie_468,movie_224,movie_2331|5.0,4.0,5.0,3.0|M|group_25|occupation_14
user_1983|movie_224,movie_2331,movie_2012,movie_532|5.0,3.0,5.0,5.0|M|group_25|occupation_14
user_1983|movie_2012,movie_532,movie_3544,movie_410|5.0,5.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_3544,movie_410,movie_371,movie_1884|4.0,4.0,3.0,5.0|M|group_25|occupation_14
user_1983|movie_371,movie_1884,movie_1588,movie_344|3.0,5.0,3.0,4.0|M|group_25|occupation_14
user_1983|movie_1588,movie_344,movie_3243,movie_586|3.0,4.0,3.0,4.0|M|group_25|occupation_14
user_1983|movie_3243,movie_586,movie_187,movie_2907|3.0,4.0,3.0,4.0|M|group_25|occupation_14
user_1983|movie_187,movie_2907,movie_2829,movie_450|3.0,4.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_2829,movie_450,movie_2002,movie_1894|4.0,4.0,3.0,3.0|M|group_25|occupation_14
user_1983|movie_2485,movie_1918,movie_2252,movie_2082|3.0,3.0,3.0,3.0|M|group_25|occupation_14
user_1983|movie_2252,movie_2082,movie_1379,movie_466|3.0,3.0,3.0,3.0|M|group_25|occupation_14
user_1983|movie_1379,movie_466,movie_3254,movie_267|3.0,3.0,3.0,3.0|M|group_25|occupation_14
user_1983|movie_3254,movie_267,movie_518,movie_725|3.0,3.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_518,movie_725,movie_3120,movie_575|4.0,4.0,5.0,1.0|M|group_25|occupation_14
user_1983|movie_312,movie_1167,movie_1445,movie_2798|2.0,4.0,2.0,3.0|M|group_25|occupation_14
user_1983|movie_1445,movie_2798,movie_93,movie_102|2.0,3.0,3.0,2.0|M|group_25|occupation_14
user_1983|movie_93,movie_102,movie_3268,movie_1453|3.0,2.0,2.0,2.0|M|group_25|occupation_14
user_1983|movie_3268,movie_1453,movie_12,movie_3266|2.0,2.0,3.0,4.0|M|group_25|occupation_14
user_1983|movie_12,movie_3266,movie_474,movie_457|3.0,4.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_474,movie_457,movie_1785,movie_3274|5.0,4.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_1785,movie_3274,movie_2094,movie_2616|4.0,4.0,4.0,3.0|M|group_25|occupation_14
user_1983|movie_2094,movie_2616,movie_1518,movie_1792|4.0,3.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_1518,movie_1792,movie_292,movie_1479|5.0,4.0,4.0,3.0|M|group_25|occupation_14
user_1983|movie_292,movie_1479,movie_208,movie_996|4.0,3.0,2.0,4.0|M|group_25|occupation_14
user_1983|movie_208,movie_996,movie_1831,movie_590|2.0,4.0,1.0,5.0|M|group_25|occupation_14
user_1983|movie_1831,movie_590,movie_2006,movie_362|1.0,5.0,4.0,4.0|M|group_25|occupation_14
user_1983|movie_2006,movie_362,movie_3269,movie_158|4.0,4.0,4.0,1.0|M|group_25|occupation_14
user_1983|movie_836,movie_849,movie_2435,movie_1390|3.0,4.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_2435,movie_1390,movie_1252,movie_3793|5.0,4.0,5.0,4.0|M|group_25|occupation_14
user_1983|movie_2435,movie_1390,movie_1252,movie_3793|5.0,4.0,5.0,4.0|M|group_25|occupation_14
user_1984|movie_1270,movie_2231,movie_912,movie_2916|4.0,3.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_912,movie_2916,movie_3760,movie_442|3.0,4.0,3.0,3.0|M|group_18|occupation_10
user_1984|movie_3760,movie_442,movie_1865,movie_3897|3.0,3.0,2.0,3.0|M|group_18|occupation_10
user_1984|movie_3882,movie_3863,movie_2985,movie_3104|2.0,3.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_2985,movie_3104,movie_592,movie_2917|4.0,4.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_592,movie_2917,movie_2194,movie_2000|3.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_2194,movie_2000,movie_1227,movie_1213|4.0,4.0,5.0,4.0|M|group_18|occupation_10
user_1984|movie_2858,movie_296,movie_527,movie_50|4.0,4.0,5.0,4.0|M|group_18|occupation_10
user_1984|movie_527,movie_50,movie_608,movie_1704|5.0,4.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_608,movie_1704,movie_1089,movie_246|4.0,3.0,4.0,5.0|M|group_18|occupation_10
user_1984|movie_1089,movie_246,movie_2997,movie_800|4.0,5.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_2997,movie_800,movie_1699,movie_1641|4.0,4.0,4.0,2.0|M|group_18|occupation_10
user_1984|movie_1699,movie_1641,movie_25,movie_2289|4.0,2.0,4.0,5.0|M|group_18|occupation_10
user_1984|movie_25,movie_2289,movie_17,movie_2395|4.0,5.0,2.0,3.0|M|group_18|occupation_10
user_1984|movie_17,movie_2395,movie_1635,movie_2501|2.0,3.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_1635,movie_2501,movie_2761,movie_2571|4.0,3.0,3.0,3.0|M|group_18|occupation_10
user_1984|movie_736,movie_1917,movie_858,movie_1230|1.0,1.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_858,movie_1230,movie_923,movie_3362|4.0,4.0,5.0,4.0|M|group_18|occupation_10
user_1984|movie_923,movie_3362,movie_750,movie_1252|5.0,4.0,5.0,4.0|M|group_18|occupation_10
user_1984|movie_3730,movie_922,movie_1411,movie_1617|4.0,4.0,5.0,4.0|M|group_18|occupation_10
user_1984|movie_1411,movie_1617,movie_1212,movie_1207|5.0,4.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_1212,movie_1207,movie_318,movie_3095|4.0,3.0,4.0,2.0|M|group_18|occupation_10
user_1984|movie_1225,movie_1196,movie_1193,movie_2300|4.0,5.0,2.0,2.0|M|group_18|occupation_10
user_1984|movie_1193,movie_2300,movie_910,movie_1263|2.0,2.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_910,movie_1263,movie_2973,movie_541|4.0,4.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_2973,movie_541,movie_3504,movie_2132|3.0,4.0,3.0,3.0|M|group_18|occupation_10
user_1984|movie_3504,movie_2132,movie_1084,movie_3363|3.0,3.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_1136,movie_1956,movie_2169,movie_2599|4.0,5.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_2169,movie_2599,movie_1294,movie_3006|3.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_1294,movie_3006,movie_3683,movie_1949|4.0,4.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_3461,movie_3424,movie_1228,movie_1912|2.0,5.0,3.0,3.0|M|group_18|occupation_10
user_1984|movie_1228,movie_1912,movie_3152,movie_953|3.0,3.0,4.0,2.0|M|group_18|occupation_10
user_1984|movie_1201,movie_1266,movie_3194,movie_1208|5.0,4.0,4.0,5.0|M|group_18|occupation_10
user_1984|movie_3194,movie_1208,movie_1304,movie_599|4.0,5.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_1304,movie_599,movie_1276,movie_2020|4.0,4.0,5.0,4.0|M|group_18|occupation_10
user_1984|movie_924,movie_1197,movie_1231,movie_1950|3.0,4.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_1231,movie_1950,movie_2028,movie_1258|4.0,3.0,4.0,3.0|M|group_18|occupation_10
user_1984|movie_2028,movie_1258,movie_1982,movie_1387|4.0,3.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_1982,movie_1387,movie_589,movie_3396|3.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_589,movie_3396,movie_1080,movie_1234|4.0,4.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_1080,movie_1234,movie_1293,movie_1095|3.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_1293,movie_1095,movie_920,movie_2700|4.0,4.0,5.0,3.0|M|group_18|occupation_10
user_1984|movie_920,movie_2700,movie_596,movie_1947|5.0,3.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_596,movie_1947,movie_914,movie_2018|4.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_914,movie_2018,movie_3421,movie_3702|4.0,4.0,4.0,2.0|M|group_18|occupation_10
user_1984|movie_3421,movie_3702,movie_940,movie_373|4.0,2.0,3.0,4.0|M|group_18|occupation_10
user_1984|movie_940,movie_373,movie_2248,movie_2918|3.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_2248,movie_2918,movie_2791,movie_1035|4.0,4.0,4.0,5.0|M|group_18|occupation_10
user_1984|movie_2791,movie_1035,movie_1097,movie_3481|4.0,5.0,1.0,4.0|M|group_18|occupation_10
user_1984|movie_1097,movie_3481,movie_2243,movie_1287|1.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_2243,movie_1287,movie_497,movie_2439|4.0,4.0,4.0,4.0|M|group_18|occupation_10
user_1984|movie_497,movie_2439,movie_3210,movie_1254|4.0,4.0,3.0,3.0|M|group_18|occupation_10
user_1984|movie_1393,movie_1677,movie_1625,movie_412|4.0,3.0,4.0,3.0|M|group_18|occupation_10
