user_1|movie_1270,movie_1022,movie_2340,movie_1836|5.0,5.0,3.0,5.0|F|group_1|occupation_10
user_4732|movie_165,movie_1552,movie_1608,movie_1385|3.0,3.0,3.0,3.0|M|group_25|occupation_14
user_4732|movie_1608,movie_1385,movie_1722,movie_2989|3.0,3.0,4.0,3.0|M|group_25|occupation_14
user_4732|movie_1722,movie_2989,movie_3107,movie_10|4.0,3.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_1518,movie_2193,movie_3698,movie_2826|4.0,4.0,3.0,2.0|M|group_25|occupation_14
user_4732|movie_3698,movie_2826,movie_1597,movie_2531|3.0,2.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_1597,movie_2531,movie_1049,movie_479|3.0,4.0,3.0,3.0|M|group_25|occupation_14
user_4732|movie_1049,movie_479,movie_3197,movie_2002|3.0,3.0,3.0,3.0|M|group_25|occupation_14
user_4732|movie_3197,movie_2002,movie_1876,movie_442|3.0,3.0,2.0,4.0|M|group_25|occupation_14
user_4732|movie_1876,movie_442,movie_2094,movie_2956|2.0,4.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_2699,movie_2540,movie_292,movie_1616|3.0,3.0,4.0,2.0|M|group_25|occupation_14
user_4732|movie_292,movie_1616,movie_2476,movie_548|4.0,2.0,3.0,2.0|M|group_25|occupation_14
user_4732|movie_2476,movie_548,movie_1377,movie_1523|3.0,2.0,1.0,2.0|M|group_25|occupation_14
user_4732|movie_1377,movie_1523,movie_780,movie_2530|1.0,2.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_780,movie_2530,movie_2990,movie_2376|4.0,4.0,2.0,1.0|M|group_25|occupation_14
user_4732|movie_2990,movie_2376,movie_95,movie_2881|2.0,1.0,2.0,3.0|M|group_25|occupation_14
user_4732|movie_95,movie_2881,movie_3178,movie_3165|2.0,3.0,4.0,3.0|M|group_25|occupation_14
user_4732|movie_3178,movie_3165,movie_1204,movie_1262|4.0,3.0,5.0,5.0|M|group_25|occupation_14
user_4732|movie_1204,movie_1262,movie_1303,movie_919|5.0,5.0,5.0,5.0|M|group_25|occupation_14
user_4732|movie_1303,movie_919,movie_1254,movie_3417|5.0,5.0,5.0,4.0|M|group_25|occupation_14
user_4732|movie_1254,movie_3417,movie_3479,movie_314|5.0,4.0,4.0,5.0|M|group_25|occupation_14
user_4732|movie_2871,movie_941,movie_1073,movie_3168|5.0,5.0,5.0,4.0|M|group_25|occupation_14
user_4732|movie_1073,movie_3168,movie_3412,movie_1017|5.0,4.0,4.0,5.0|M|group_25|occupation_14
user_4732|movie_3412,movie_1017,movie_590,movie_952|4.0,5.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_590,movie_952,movie_2470,movie_362|4.0,4.0,4.0,3.0|M|group_25|occupation_14
user_4732|movie_2470,movie_362,movie_1615,movie_60|4.0,3.0,4.0,3.0|M|group_25|occupation_14
user_4732|movie_1615,movie_60,movie_3494,movie_1009|4.0,3.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_3494,movie_1009,movie_2429,movie_2057|4.0,4.0,2.0,4.0|M|group_25|occupation_14
user_4732|movie_2429,movie_2057,movie_3770,movie_2005|2.0,4.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_3770,movie_2005,movie_2054,movie_1806|4.0,4.0,4.0,2.0|M|group_25|occupation_14
user_4732|movie_2054,movie_1806,movie_1967,movie_3345|4.0,2.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_1967,movie_3345,movie_1544,movie_2161|3.0,4.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_2133,movie_1031,movie_736,movie_1371|4.0,4.0,3.0,2.0|M|group_25|occupation_14
user_4732|movie_736,movie_1371,movie_340,movie_1894|3.0,2.0,3.0,3.0|M|group_25|occupation_14
user_4732|movie_340,movie_1894,movie_303,movie_2723|3.0,3.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_303,movie_2723,movie_849,movie_316|3.0,4.0,1.0,4.0|M|group_25|occupation_14
user_4732|movie_849,movie_316,movie_1917,movie_2056|1.0,4.0,3.0,1.0|M|group_25|occupation_14
user_4732|movie_1917,movie_2056,movie_836,movie_2615|3.0,1.0,1.0,3.0|M|group_25|occupation_14
user_4732|movie_836,movie_2615,movie_434,movie_3771|1.0,3.0,3.0,3.0|M|group_25|occupation_14
user_4732|movie_434,movie_3771,movie_3672,movie_674|3.0,3.0,3.0,4.0|M|group_25|occupation_14
user_4732|movie_3672,movie_674,movie_168,movie_2143|3.0,4.0,1.0,3.0|M|group_25|occupation_14
user_4732|movie_168,movie_2143,movie_1359,movie_809|1.0,3.0,2.0,1.0|M|group_25|occupation_14
user_4732|movie_1359,movie_809,movie_552,movie_50|2.0,1.0,3.0,5.0|M|group_25|occupation_14
user_4732|movie_552,movie_50,movie_3435,movie_608|3.0,5.0,5.0,5.0|M|group_25|occupation_14
user_4732|movie_1617,movie_1213,movie_296,movie_3735|5.0,4.0,5.0,4.0|M|group_25|occupation_14
user_4732|movie_296,movie_3735,movie_1034,movie_3019|5.0,4.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_1034,movie_3019,movie_3362,movie_2580|4.0,4.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_3362,movie_2580,movie_1179,movie_2391|4.0,4.0,4.0,4.0|M|group_25|occupation_14
user_4732|movie_1179,movie_2391,movie_1089,movie_1500|4.0,4.0,4.0,5.0|M|group_25|occupation_14
user_4732|movie_1089,movie_1500,movie_1729,movie_999|4.0,5.0,3.0,3.0|M|group_25|occupation_14
user_4732|movie_293,movie_866,movie_2542,movie_2917|5.0,3.0,5.0,4.0|M|group_25|occupation_14
