user_1|movie_1270,movie_1022,movie_2340,movie_1836|5.0,5.0,3.0,5.0|F|group_1|occupation_10
user_1491|movie_1394,movie_2857,movie_589,movie_1200|5.0,3.0,3.0,4.0|M|group_18|occupation_4
user_1491|movie_589,movie_1200,movie_1484,movie_994|3.0,4.0,4.0,4.0|M|group_18|occupation_4
user_1491|movie_1484,movie_994,movie_2803,movie_2028|4.0,4.0,3.0,3.0|M|group_18|occupation_4
user_1491|movie_2803,movie_2028,movie_1,movie_2335|3.0,3.0,5.0,1.0|M|group_18|occupation_4
user_1491|movie_1,movie_2335,movie_2528,movie_288|5.0,1.0,2.0,1.0|M|group_18|occupation_4
user_1491|movie_2528,movie_288,movie_3182,movie_2762|2.0,1.0,4.0,4.0|M|group_18|occupation_4
user_1491|movie_3182,movie_2762,movie_919,movie_260|4.0,4.0,4.0,4.0|M|group_18|occupation_4
user_1491|movie_919,movie_260,movie_3408,movie_3948|4.0,4.0,2.0,4.0|M|group_18|occupation_4
user_1491|movie_3408,movie_3948,movie_3317,movie_1027|2.0,4.0,4.0,2.0|M|group_18|occupation_4
user_1491|movie_3317,movie_1027,movie_1573,movie_3952|4.0,2.0,1.0,3.0|M|group_18|occupation_4
user_1491|movie_1573,movie_3952,movie_903,movie_1917|1.0,3.0,5.0,1.0|M|group_18|occupation_4
user_1491|movie_903,movie_1917,movie_3753,movie_3256|5.0,1.0,2.0,3.0|M|group_18|occupation_4
user_1491|movie_3753,movie_3256,movie_3911,movie_2082|2.0,3.0,4.0,2.0|M|group_18|occupation_4
user_1491|movie_756,movie_1078,movie_2858,movie_3897|3.0,2.0,4.0,3.0|M|group_18|occupation_4
user_1491|movie_2858,movie_3897,movie_1230,movie_1416|4.0,3.0,4.0,3.0|M|group_18|occupation_4
user_1491|movie_2863,movie_2952,movie_3178,movie_3536|2.0,2.0,2.0,4.0|M|group_18|occupation_4
user_1491|movie_3178,movie_3536,movie_1380,movie_3688|2.0,4.0,4.0,1.0|M|group_18|occupation_4
user_1491|movie_1380,movie_3688,movie_3007,movie_3746|4.0,1.0,3.0,3.0|M|group_18|occupation_4
user_1491|movie_3007,movie_3746,movie_2300,movie_3526|3.0,3.0,2.0,4.0|M|group_18|occupation_4
user_1491|movie_2300,movie_3526,movie_1198,movie_1222|2.0,4.0,4.0,4.0|M|group_18|occupation_4
user_1491|movie_1198,movie_1222,movie_1242,movie_1214|4.0,4.0,3.0,4.0|M|group_18|occupation_4
user_1491|movie_1242,movie_1214,movie_457,movie_1291|3.0,4.0,3.0,4.0|M|group_18|occupation_4
user_1491|movie_457,movie_1291,movie_2571,movie_6|3.0,4.0,3.0,4.0|M|group_18|occupation_4
user_1491|movie_2571,movie_6,movie_2916,movie_523|3.0,4.0,2.0,4.0|M|group_18|occupation_4
user_1491|movie_2916,movie_523,movie_3250,movie_2268|2.0,4.0,3.0,3.0|M|group_18|occupation_4
user_1491|movie_3250,movie_2268,movie_337,movie_1059|3.0,3.0,4.0,3.0|M|group_18|occupation_4
user_1491|movie_337,movie_1059,movie_1660,movie_900|4.0,3.0,3.0,5.0|M|group_18|occupation_4
user_1491|movie_1660,movie_900,movie_3910,movie_3396|3.0,5.0,3.0,5.0|M|group_18|occupation_4
user_1491|movie_3910,movie_3396,movie_2693,movie_2696|3.0,5.0,3.0,3.0|M|group_18|occupation_4
user_1491|movie_2693,movie_2696,movie_3671,movie_3578|3.0,3.0,4.0,2.0|M|group_18|occupation_4
user_1491|movie_3671,movie_3578,movie_858,movie_246|4.0,2.0,5.0,3.0|M|group_18|occupation_4
user_1491|movie_858,movie_246,movie_1610,movie_1672|5.0,3.0,3.0,2.0|M|group_18|occupation_4
